id	pred	
536:	['染色机', '定型机', '装置', '布料', '机构']
537:	['装置', '氢气', '空分', '系统', '制氢']
538:	[]
539:	['电缆', '绝缘', '装置', '护套', '防火']
540:	['版辊', '电雕', '印刷版', '装置', '印刷机']
541:	['总成', '碟刹', '盘式', '刹盘', '制动器']
542:	['聚氨酯', '制备', '装置', '溶性', '树脂']
543:	['检测', '指示管', '水平仪', '室内空气', '样本']
544:	['控制阀', '叉车', '收割机', '液压', '油阀']
545:	['工作台', '石材', '工艺品', '标识牌', '指示牌']
546:	['乳化', '搅拌机', '真空', '装置', '搅拌']
547:	['商标', '织带', '装置', '尼龙', '染色']
548:	['复合地板', '实木', '地板', '墙板', '消音']
549:	['摩托车', '平台', '维修', '升降', '车架']
550:	[]
551:	['蓄电池', '酸蓄电池', '回收', '膏体', '装置']
552:	['电力电缆', '保护', '电缆', '具有', '结构']
553:	['打磨', '矫正', '粉尘', '仪器', '肉包']
554:	['装置', '小区', '监控', '设备', '广播设备']
555:	['装置', '监测仪', '漏损', '供水管', '水表']
556:	['光催化', '废气', '装置', '工艺流程', '焚烧炉']
557:	['光学', '模具', '制造', '装置', '方法']
558:	['装置', '皮革', '贴膜', '收卷', '人造革']
559:	['音膜', '模具', '成型', '膜片', '定位']
560:	['音频设备', '装置', '智能', '记录仪', '接头']
561:	[]
562:	['变压器', '监测', '局放', '装置', '故障']
563:	['编织袋', '装置', '拉丝机', '抗氧化', '高强度']
564:	['压力锅', '压铸', '汤锅', '炒锅', '限压阀']
565:	['无纺布', '装置', '口罩', '切割', '用于']
566:	['钻攻', '机床', '数控车床', '工装', '中心']
567:	['变频器', '散热', '风道', '保护装置', '逆流']
568:	['蜂窝', '纸板', '全自动', '缓冲', '生产线']
569:	['显示器', '支架', '装置', '成型', '金属外壳']
570:	['阀体', '清洗机', '电磁阀', '液压阀', '装置']
571:	['灯具', '测试', '装置', '检测', '试验装置']
572:	[]
573:	[]
574:	['软管', '热水器', '卡座', '滑盖', '连接']
575:	['富氢', '次氯酸钠', '消毒液', '吸氢机', '黄油枪']
576:	['装置', '旋翼', '减震', '系统', '天线']
577:	['脸机', '网付', '收银', '蜜蜂']
578:	['面料', '织机', '喷气', '纺织', '人棉']
579:	['擦手纸', '医用', '装置', '松紧带', '恒温']
580:	['装置', '采集', '取样', '组件', '水质']
581:	['面料', '双面', '布放', '花呢', '生产工艺']
582:	['箱包', '装置', '配件', '转运', '旅行箱']
583:	[]
584:	['售卖机', '自动', '补货', '封闭式', '酒柜']
585:	['收缩膜', '装置', '吹膜机', '对折', '包装']
586:	['编织袋', '圆织机', '收丝', '包装袋', '塑料']
587:	['成型机', '螺帽', '送料', '装置', '机构']
588:	['电离', '装置', '质谱', '离子', '离子源']
589:	['电缆', '线缆', '放线', '装置', '用于']
590:	['转子', '定子', '冲片', '铁芯', '电机']
591:	['走步', '攀岩', '甩脂机', '脚底', '定位球']
592:	['机系统', '楼宇', '门禁系统', '门禁机', '电话']
593:	['面料', '装置', '印花', '压花', '放线']
594:	['弹性体', '装置', '材料', '增韧', '生产']
595:	['卡扣', '螺母', '自攻', '母座', '卡簧']
596:	['装置', '乳液', '防水剂', '添加剂', '反应釜']
597:	[]
598:	['装置', '热处理', '搅拌', '水性', '易清洗']
599:	['纽扣', '钮扣', '金属', '分离式', '装置']
600:	['纱布', '织机', '导纱', '织布机', '装置']
601:	['测试', '装置', '粉料', '增韧', '密封圈']
602:	['毛绒', '染缸', '超柔', '用于', '烘干机']
603:	['装置', '铝制', '蜂窝状', '模具', '壳体']
604:	['铸件', '装置', '贴标', '精密', '攻丝']
605:	['沙发', '阻燃性', '聚氨酯', '制备', '扶手']
606:	['型材', '铝合金', '装置', '铝材', '加工机']
607:	['减速', '齿轮', '双面', '齿合', '减速机']
608:	['视频信号', '方法', '电视机', '自动', '比例']
609:	['塑料板', '尼龙', '试验机', '粒子', '电镀']
610:	['粉碎机', '粉碎', '气流磨', '锤式', '药品']
611:	['气室', '制动', '弹簧', '液压机', '输送机']
612:	['软管', '成型', '扩口', '冷却管', '模具']
613:	['充气', '充气床', '保温', '沙发', '材料']
614:	['机器人', '方法', '装置', '服务', '充电']
615:	['同步电机', '永磁', '电机', '伺服电机', '转子']
616:	['电机', '压缩机', '工装', '马达', '测试台']
617:	['标签', '打印机', '电子标签', '装置', '贴标']
618:	['装置', '钻孔机', '弹子', '自动', '输送']
619:	['执行器', '喷射', '侦测', '燃气', '系统']
620:	['料辊', '提花机', '拆卸', '真空成型', '整经机']
621:	['烟气', '塑钢', '换热', '换热器', '系统']
622:	['手套', '纤维', '帽子', '透气', '围巾']
623:	['胶合板', '装置', '单板', '饰面', '涂胶']
624:	['轴承', '装置', '铜套', '毛刺', '夹具']
625:	['防火门', '门架', '冲孔', '门面', '焊接']
626:	['装置', '方法', '无线', '复制', '检测']
627:	['磁性', '密封圈', '耐候', '工程塑料', '骨架']
628:	['片剂', '高密度', '纤维素', '制备', '装置']
629:	['无线', '开关', '射频', '控制', '双键']
630:	['装置', '鞋子', '鞋底', '烘干', '皮革']
631:	['粘合', '废旧', '增进', '橡胶', '电池']
632:	['发动机', '增压器', '结构', '装置', '底壳']
633:	['调节阀', '球阀', '控制阀', '硬密封', '专用']
634:	['夹具', '模具', '加工', '三通', '治具']
635:	['平面磨床', '卡扣', '安装', '切刀', '冲床']
636:	['断路器', '脱扣器', '触头', '导电体', '弧角']
637:	['装置', '汽车空调', '检测', '装配', '自动']
638:	['饰面板', '装饰', '连接件', '阴角', '家具']
639:	['电机', '定子', '压缩机', '转子', '冲片']
640:	['胶印机', '覆膜机', '装置', '印刷机', '橡皮布']
641:	['发泡', '装置', '板材', '木塑', '出料']
642:	['汽车配件', '模具', '冲压', '切板', '弧度']
643:	['托盘', '合装', '装置', '精准', '齿轮']
644:	['太阳能', '组件', '电池板', '单晶硅', '边框']
645:	[]
646:	[]
647:	['螺杆', '转子', '空气', '加工', '夹具']
648:	['铝合金', '装置', '回收', '废料', '型材']
649:	['环氧', '大豆油', '装置', '反应釜', '制备']
650:	[]
651:	['控制算法', '液压站', '收放', '深沉', '补偿']
652:	['垃圾袋', '回收', '垃圾', '分类', '分发']
653:	['断路器', '壳体', '真空', '夹具', '焊接']
654:	['监控', '摄像头', '保护装置', '微模块', '系统监控']
655:	['滚齿机', '床身', '桁架', '精密', '料仓']
656:	['装置', '面料', '织物', '棉织物', '加工']
657:	['环网柜', '断路器', '变电站', '真空', '绝缘']
658:	['捆扎机', '电动', '熔接', '机构', '手持']
659:	['提取', '磁珠', '装置', '样本', '检测']
660:	['纸卷', '装置', '复合材料', '卫生用品', '卫生']
661:	['中间体', '制备', '方法', '新药', '血小板']
662:	['阀门', '调节阀', '截流', '保温', '流量']
663:	['干燥机', '吸附', '再生', '鼓风', '零气']
664:	['变压器', '装置', '绕线', '电感', '储能']
665:	['非晶', '带材', '装置', '铁件', '干式']
666:	[]
667:	['机械手', '滑台', '直角坐标', '直线', '电机']
668:	[]
669:	['电阻', '装置', '磨片', '氧化锌', '螺旋']
670:	['方法', '装置', '智能', '指纹锁', '虚拟内存']
671:	['分子筛', '烘干', '装置', '方法', '制备']
672:	['面料', '经编机', '导纱', '针块', '除尘']
673:	['装置', '存储介质', '汽车', '带有', '驾驶']
674:	['机构', '压接', '后桥', '夹紧', '工装']
675:	['穿梭', '提升机', '收集', '翻斗', '顶升']
676:	['亚克力', '装置', '材料', '分拣', '板材']
677:	['钛白粉', '装置', '背板', '制造', '太阳能']
678:	['机构', '夹紧', '定位', '安装', '举门']
679:	['水管', '装置', '陶粒', '不锈钢管', '异径']
680:	['耐用性', '薄膜', '反射镜', '柔性', '磁控溅射']
681:	['图像', '方法', '鲁棒非', '卷积', '神经网络']
682:	['物流', '分体式', '穿梭', '立体', '升降']
683:	['装置', '注塑模', '传动链', '连接', '塑料']
684:	['锁具', '装置', '锁闭', '打孔', '封装']
685:	['带留', '装置', '窨井', '市政', '方法']
686:	['测量机', '吊具', '装置', '机器人', '坐标']
687:	['化工泵', '减震', '装置']
688:	['铅笔', '自动铅笔', '铅芯', '活动', '中性笔']
689:	['包装', '机构', '智能', '包装机', '橡皮泥']
690:	['镗刀', '刀具', '环槽', '铣刀', '形垫']
691:	['燃料电池', '气水', '流场', '夹具', '分离器']
692:	['刹车盘', '散热', '机动车', '检测', '卡钳']
693:	[]
694:	['密封件', '高性能', '液压', '活塞杆', '油缸']
695:	['压花', '片材', '喷砂机', '精密', '顶印']
696:	['核酸', '吸头', '感应式', '提取', '卸载']
697:	['装置', '线材', '冷拔', '线机', '辊式']
698:	['聚四氟乙烯', '制法', '波纹', '填料', '规整']
699:	['张拉', '检测', '装置', '封道', '方法']
700:	['存储介质', '装置', '方法', '终端', '优化']
701:	['装置', '热镀锌', '工件', '送料', '剪板机']
702:	['油锯', '除草机', '便于', '割草机', '切割']
703:	['地膜', '薄膜', '制备', '塑料薄膜', '种植']
704:	['电缆', '装置', '收卷', '智能', '加工']
705:	['开关柜', '断路器', '真空', '高低压', '装置']
706:	['水平', '工作台', '激光测距', '折叠桌', '可折叠']
707:	[]
708:	['摄像机', '模具', '成型', '夹具', '支架']
709:	[]
710:	[]
711:	['焊接机', '装饰', '自动', 'X光', '成型机']
712:	[]
713:	[]
714:	['皮鞋', '鞋子', '装置', '旋转式', '捶打']
715:	['电子秤', '智能']
716:	['淋浴', '无铅', '铜合金', '水龙头', '管式']
717:	['变压器', '智联', '用箔', '绕式', '模具']
718:	['电缆', '装置', '方法', '消磁', '水密']
719:	['酚醛树脂', '导向', '夹布', '纤维', '涤纶']
720:	['卫浴', '水龙头', '毛巾架', '挂件', '可折叠']
721:	['环境监测', '移液管', '装置', '快干', '瓶刷']
722:	['线缆', '清点', '接口', '手持', '故障']
723:	['装置', '蒸馏塔', '提取', '萃取', '茶叶']
724:	['标定', '装置', '方法', '机器人', '分拣']
725:	['节能型', '曳引式', '电梯', '封闭式', '节能']
726:	[]
727:	['线束', '摄像头', '应用', '同轴线', '电动汽车']
728:	['检测', '装置', '建筑工程', '节能', '钢结构']
729:	['电容器', '胶塞', '铝电解', '橡胶', '密封']
730:	['智能', '回收', '分类', '垃圾箱', '垃圾']
731:	[]
732:	['硅片', '硅单晶', '装置', '磨片', '晶体生长']
733:	['扬声器', '吸顶', '音箱', '喇叭', '瓦磁']
734:	['贻贝', '蒸煮', '装置', '栅格', '机厚壳']
735:	['模块']
736:	['高精度', '超宽带', '方法', '喇叭', '监测']
737:	['图形用户界面', '计划书', '手机', '界面', '保单']
738:	['调节阀', '气动', '球阀', '密封', '差压']
739:	[]
740:	['无纺布', '高精度', '检测', '装置', '压花']
741:	['压缩机', '涡旋', '装置', '具有', '卸荷']
742:	['断路器', '模具', '注塑机', '塑料', '工装']
743:	['轴承', '装置', '锻造', '棒料', '轴承座']
744:	['干燥机', '搅拌', '过滤', '反应釜', '组件']
745:	['冷器', '叠片', '自动', '铝油', '过滤器']
746:	['磁性', '铁氧体', '玩具', '制品', '打印纸']
747:	['夹具', '装置', '焊机', '焊接设备', '焊接机']
748:	['叉车', '齿轮泵', '限速', '安全阀', '吨位']
749:	['安全鞋', '防水', '雨靴', '防滑', '制鞋']
750:	['焊枪', '管径', '全自动', '焊钳', '夹具']
751:	['碳纤维', '方法', '制备', '编织物', '保温材料']
752:	['装置', '驱动', '透镜', '电子设备', '照相机']
753:	['充电', '电动汽车', '导引', '交流', '模块']
754:	['千斤顶', '起升', '负载', '液压', '油泵']
755:	['防火门', '防火', '钢质', '卷帘', '板材']
756:	['无纺布', '制备', '工艺', '面膜', '抗拉']
757:	['输电', '线路', '装置', '观冰', '精灵']
758:	['洁具', '丝杆', '卫浴', '传动', '洗浴']
759:	[]
760:	['摩托车', '前大灯', '发动机', '车架', '车身']
761:	['组件', '滑块', '注塑模', '壁挂', '垃圾桶']
762:	['冷凝', '热交换器', '燃气', '壁挂炉', '锅炉']
763:	['装置', '定型机', '染色机', '溢流', '联合机']
764:	['墙布', '装置', '加工', '布料', '清洗']
765:	['口红', '粉饼', '硬脂', '脱色剂', '装置']
766:	['制备', '化学镀', '合金', '方法', '复合膜']
767:	['转椅', '椅脚', '扶手', '座椅', '焊接']
768:	['纸管', '装置', '化纤', '结构', '带有']
769:	[]
770:	[]
771:	['测温', '智能', '黑体', '机器人', '双光']
772:	[]
773:	['混凝土', '搅拌机', '装置', '传送带', '料仓']
774:	[]
775:	['教学', '课桌', '电子商务', '睡眠', '设备']
776:	['卧螺', '离心机', '系统', '润滑', '强制']
777:	['吊装带', '装置', '拉紧器', '拉紧', '自动']
778:	['分散机', '乳液', '化妆品', '控制结构', '双轴']
779:	['中央空调', '自控', '系统', '曝气', '节能']
780:	['灯饰', '封装', '散热', '装置', '结构']
781:	['紧固件', '松动', '防止', '机械']
782:	['旅行箱', '机械锁', '桌腿', '折叠', '制动']
783:	['处理', '装置', '印染', '焚烧炉', '修复']
784:	['汽车', '温器', '限位器', '门锁', '暖风']
785:	['电路', '装置', '日光灯', '双端', '照明']
786:	['贴标机', '标签', '运输', '机构', '干燥剂']
787:	['气动工具', '工具', '拉马', '减震', '接头']
788:	['聚氯乙烯', '塑料', '绝缘', '抗黄', '电缆']
789:	['丝光', '双面', '羊毛', '复合', '纺织品']
790:	['验光', '锁紧', '测定仪', '防松', '屈光']
791:	['酸性染料', '装置', '测色', '加工', '固液']
792:	['组件', '模块', '调制器', '接收', '滤波器']
793:	['图形用户界面', '移动', '通讯设备', '方法', '用于']
794:	['单组份', '硅橡胶', '硫化', '室温', '贮存']
795:	['保险柜', '保险箱', '门锁', '电子锁', '面板']
796:	['编织', '淋浴', '功能', '具有', '尼龙']
797:	['配网', '单杆', '互感器', '配电', '智能化']
798:	['模具', '墙板', '混凝土', '预制', '楼板']
799:	['线路板', '基板', '冲孔', '散热', '高强度']
800:	['制备', '奶粉', '方法', '婴幼儿', '工艺']
801:	['叉车', '线束', '装置', '编织带', '车辆']
802:	['线路板', '装置', '孔化', '碳膜', '印制']
803:	['捡拾', '转向节', '工具', '两用机', '封口机']
804:	[]
805:	['制备', '蛋白', '抗菌肽', '融合', '方法']
806:	['包装盒', '舒缓', '抗菌', '涂抹', '肌肤']
807:	['阶梯', '水价', '电路', '用水量', '检测']
808:	['医用', '内窥镜', '血管', '柔性', '渐变']
809:	['流水线', '全自动', '方法', '远程', '红外']
810:	['纺丝', '涤纶', '聚酯纤维', '色丝', '装置']
811:	['电缆', '装置', '保护', '电力电缆', '不锈钢管']
812:	['电机', '转子', '结构', '散热', '无刷电机']
813:	['干细胞', '充质', '方法', '制备', '细胞']
814:	['废气', '设备', '处理', '清洗剂', '装置']
815:	['救援', '消防', '应急', '消防站', '装置']
816:	['夹具', '装置', '发动机', '铸锻', '摩托车']
817:	[]
818:	[]
819:	['生料', '耐候', '聚四氟乙烯', '绝缘性', '装置']
820:	[]
821:	['笼具', '小鼠', '用途', '实验']
822:	['电机', '套管', '永磁', '外线', '退齿式']
823:	['球阀', '蝶阀', '调节阀', '预开', '法兰']
824:	['保护器', '双金属片', '热得快', '断电', '复位']
825:	['压电', '陶瓷', '装置', '涂银', '片涂']
826:	['刹车片', '装置', '喷粉', '钢背', '涂胶']
827:	['线路板', '装置', '加工', '固定', '高精密']
828:	['收纳盒', '模内贴', '装置', '储藏', '奶粉']
829:	['水洗机', '定型机', '装置', '染色机', '烧毛']
830:	['喷漆', '钢结构', '桥面', '桥梁', '施工']
831:	['脚踏', '扶手', '敲打', '整车', '装置']
832:	['插座', '工业', '插头', '端子', '模数']
833:	[]
834:	['手推车', '纸巾', '公用', '超市', '智能']
835:	['叉车', '高车', '重式', '装置', '平衡']
836:	['热水器', '燃气', '烟管', '内置式', '接口']
837:	[]
838:	['开关', '翘板', '装配', '旋转', '微动']
839:	['模具', '铸造', '井盖', '沥青', '球化剂']
840:	['纺纱', '装置', '落纱', '纱筒', '卷轴']
841:	['绣花机', '刺绣', '装置', '机头', '驱动']
842:	['装置', '不锈钢', '方法', '冶炼', '奥氏体']
843:	['螺母', '飞机', '螺栓', '管接头', '装置']
844:	['灭弧', '火灾', '电气', '监控器', '监控']
845:	['热升华', '转印', '油纸', '吸油', '温敏']
846:	['模具', '五金', '冲压', '冲压件', '折弯']
847:	['拉链', '塑钢', '链带', '装置', '发电']
848:	['混凝土', '装配式', '预制构件', '轻质', '搅拌']
849:	[]
850:	['舵机', '仿生', '人手', '驱动', '体感']
851:	['钢丸', '热处理', '输送', '冷却', '装置']
852:	['助行器', '助步器', '装置', '座板', '安装']
853:	[]
854:	[]
855:	['哑铃', '仰卧', '臂力', '跳床', '健身器']
856:	['潜水', '装置', '切割', '潜水泵', '扬程']
857:	['履带', '锻造', '铁齿', '装置', '挖掘机']
858:	['圣诞树', '贴装', '花环', '毛条', '模具']
859:	['气缸', '牙膏', '气动', '定位', '导杆']
860:	['破拆', '液压', '混凝土', '剪切', '粉碎']
861:	['生产工艺', '镜面', '纳帕', '注塑', '皮革']
862:	['淋浴屏', '淋浴', '花洒头', '龙头', '喷头']
863:	['混凝土', '搅拌机', '料斗', '振动台', '制备']
864:	[]
865:	['转向器', '齿条', '助力', '装置', '循环']
866:	['定位', '估计', '人员', '方法', '最大']
867:	['电缆', '包塑', '耐低温', '工业', '装置']
868:	['撕盖', '密封罐', '罐体', '密封盖', '金属']
869:	['螺母', '丝杆', '滚珠', '工装', '夹具']
870:	['尾灯', '车灯', '汽车', '组合', '标志灯']
871:	['焊枪', '等离子', '切割', '枪头', '接头']
872:	['包装袋', '装置', '无醇润', '版液', '塑料']
873:	[]
874:	['皮鞋', '处理剂', '制鞋', '方法', '休闲鞋']
875:	['电机', '转子', '水泵', '装置', '外壳']
876:	['实训', '机械传动', '教学', '系统', '开放式']
877:	[]
878:	['电缆线', '缆线', '塑机', '收线', '装置']
879:	['装置', '聚氨酯', '反应釜', '废气', '加料']
880:	['阻燃剂', '浓度梯度', '管件', '高分子', '制备']
881:	['破碎机', '锤式', '铸件', '给料机', '碎石']
882:	['灭火器', '灭火剂', '水系', '制备', '方法']
883:	['显示屏', '车顶', '出租车', '广告', '拼接']
884:	['球阀', '过滤器', '阀门', '浮动', '截止阀']
885:	['智能', '联网', '门锁', '中继', '人脸识别']
886:	['雷达', '装置', '避障', '测高', '客运车辆']
887:	['游戏', '固定装置', '用于', '手柄', '靠背']
888:	['跨阻', '电路', '电流', '监测', '适应']
889:	['二维码', '装置', '支付', '安全']
890:	['路由', '字节', '粒度', '克隆', '方法']
891:	['不锈钢管', '不锈钢', '金属管', '三通', '防腐']
892:	['调绘', '平板', '数码', '电脑', '方法']
893:	['网关', '智能网', '嵌入式', '联网', '便于']
894:	['监控', '装置', '设置', '用于', '指纹']
895:	['箱包', '行李箱', '折弯', '拉杆箱', '成型']
896:	['喷嘴', '经编机', '布料', '装置', '三角型']
897:	['头戴式', '心电', '血压计', '体温计', '电仪']
898:	['霍尔', '元件', '全自动', '编带机', '编带']
899:	['永磁', '电机', '冲片', '转子', '空压机']
900:	[]
901:	['轴封', '低温泵', '贮槽', '密封', '结构']
902:	['灯杆', '智能', '网关', '联网', '路灯']
903:	['打印', '输送', '登机牌', '自动', '翻转']
904:	[]
905:	['磁力', '积木', '玩具', '橡皮泥', '儿童']
906:	['水龙头', '裁切', '淋浴', '设备', '套装']
907:	['转子', '电机', '冲片', '装置', '绕线']
908:	['转向节', '汽车', '夹具', '造型机', '无箱']
909:	['装置', '汽车配件', '喷砂', '注蜡', '拔叉']
910:	['手推车', '婴儿', '儿童', '车架', '婴儿车']
911:	['装置', '棉条', '除尘', '籽棉', '小异']
912:	['变频器', '家用', '太阳能', '发电', '密闭']
913:	['面料', '纤维', '再生', '系统', '织造']
914:	['X光', '病疵', '卷积', '神经网络', '轮胎']
915:	[]
916:	[]
917:	[]
918:	['显示屏', '固定装置', '测量', '调节', '装置']
919:	['断路器', '模具', '银点', '铆接', '漏电']
920:	[]
921:	['印染', '浴法', '装置', '染色', '全自动']
922:	['高导', '净化器', '散热器', '废气', '清洗']
923:	['球阀', '分水器', '气阀', '密封性', '具有']
924:	[]
925:	['补胎', '充气泵', '封箱', '装置', '制备']
926:	['固定装置', '纺织设备', '绕线', '具备', '紧力']
927:	['过滤器', '滤芯', '气液', '过滤', '液相']
928:	['装置', '设备', '支撑', '配重', '通用']
929:	['工装', '智能', '触屏', '功能', '键盘']
930:	['减振器', '减震器', '冲压件', '双筒', '总成']
931:	['管桩', '生石灰', '改性', '混凝土', '方桩']
932:	['分拣机', '装置', '柔性', '交叉', '排序']
933:	['电镐', '电锤', '空压机', '转子', '无油']
934:	['包覆', '弹机', '装置', '纱线', '纱机']
935:	['开关柜', '高压', '散热', '改进型', '电缆']
936:	['变频器', '功能', '专用', '喷水', '织机']
937:	['砌块', '透水', '生态', '护岸', '装置']
938:	['制备', '方法', '氨基', '阻垢剂', '处理']
939:	['装置', '废气', '清洗', '果蔬', '处理']
940:	['制备', '工艺', '凝胶', '减张', '缝合']
941:	['面料', '装置', '仿羊', '皮革', '沙发']
942:	['设备', '造纸机', '浆料', '造纸', '装置']
943:	['采样器', '装置', '检测', '二恶英', '土壤']
944:	['结构', '新能源', '散热', '汽车', '铜排']
945:	['刻刀', '硬质合金', '粉末冶金', '装置', '两用']
946:	['感烟', '无线', '探测器', '报警', '联网']
947:	['电池', '电容器', '浆料', '制备', '锂离子']
948:	['装置', '方法', '系统', '锅炉', '机组']
949:	['装置', '汽车', '头灯', '灯泡', '车灯']
950:	['体温计', '红外线', '雾化器', '红外', '测温']
951:	['苗木', '育苗', '装置', '便捷', '大棚']
952:	['送料', '行程开关', '顶压', '机构', '配件']
953:	['导板', '轴套', '平面磨床', '自润滑', '滑板']
954:	['面料', '抗污', '凝胶', '布料', '装置']
955:	['整经机', '装置', '经编机', '倒纱', '加弹']
956:	['报警装置', '车载', '车速', '采集', '监测']
957:	[]
958:	['润滑油', '装置', '试验', '粘度', '油桶']
959:	['装置', '处理', '废气', '废水', '金属表面']
960:	[]
961:	['换热器', '冲压', '组件', '安装', '边板']
962:	['涤纶', '加工', '加弹', '长丝', '纤维']
963:	['钢珠', '装置', '拉杆箱', '按钮', '刹车']
964:	['螺栓', '电池板', '无线', '太阳光', '红外线']
965:	['钴胺素', '结合体', '辐照', '热处理', '装置']
966:	['焊接', '气罐', '夹具', '用于', '空压机']
967:	['端子', '绕线机', '接线', '线圈', '连接']
968:	['监控', '发电', '箱式', '系统', '变电站']
969:	['锅炉', '节能', '井式炉', '限重', '报警装置']
970:	['课堂', '校园', '共享', '系统', '教育']
971:	['定子', '绕线机', '铁芯', '熔接', '机构']
972:	['轴套', '轴承', '装置', '套圈', '成型']
973:	['组件', '管柱', '支架', '汽车', '摩擦片']
974:	['数传', '终端设备', '无线', '红外', '采集']
975:	['螺丝', '插座', '设备', '自动', '接线板']
976:	['染色机', '皮毛', '加料', '染色', '装置']
977:	['混凝土', '装置', '建筑用', '送料', '搅拌']
978:	['砂浆', '分选', '干砂', '搅拌', '系统']
979:	['色母粒', '阻燃', '分散性', '漂洗', '纺丝']
980:	[]
981:	['试纸', '排卵', '方法', '无线', '检测']
982:	['加热炉', '炉门', '成型', '炉体', '模具']
983:	['燃气管', '聚乙烯', '给水管', '装置', '污水']
984:	['方法', '系统', '电子装置', '机架', '服务器']
985:	['浴霸', '面板', '取暖器', '吊顶', '集成']
986:	['石膏', '砂浆', '沸腾', '粉磨', '生产线']
987:	['污水处理', '装置', '用于', '污水', '推流']
988:	['设备', '高端', '折弯', '密封圈', '浇口']
989:	['装置', '工装', '防腐', '抛丸机', '处理']
990:	['保温', '装置', '电饭煲', '锅盖', '喷粉']
991:	['净水机', '水槽', '集成', '反渗透', '废水']
992:	['计量', '装置', '检定', '检测', '校准']
993:	['集成电路', '装置', '连接', '机构', '卸料']
994:	['装置', '面料', '布料', '裁切', '导布']
995:	['聚四氟乙烯', '耐腐蚀', '装置', '固定装置', '焊条']
996:	['接装', '烟用', '水松', '转印', '装置']
997:	['装置', '钢结构', '檩间', '撑杆', '装式']
998:	['培养箱', '装置', '试管', '采样', '机构']
999:	['磁芯', '铁氧体', '软磁', '货品', '模具']
1000:	['面料', '遮光', '装置', '热定型', '超柔']
1001:	['面料', '装饰布', '沙发', '防污', '大提花']
1002:	['分布式', '开关柜', '发电', '系统', '电网']
1003:	['充电', '车用', '储物', '模具', '汽车']
1004:	['千斤顶', '液压', '举升机', '弯管机', '高效']
1005:	['装置', '板材', '遮阳篷', '装饰', '画框']
1006:	[]
1007:	['装置', '机器人', '圆筒', '浇口', '工位']
1008:	[]
1009:	['螺母', '包装机', '锁紧', '灯笼', '弹性']
1010:	['衍射', '光学', '元件', '装置', '投射']
1011:	['面料', '运动服', '透气性', '拼接', '防水']
1012:	['面板', '取暖器', '吊顶', '离心', '风机']
1013:	['微机', '保护器', '综合', '控制器', '监测']
1014:	['装置', '污水处理', '印染', '河道', '中空']
1015:	['面料', '验布机', '打卷', '装置', '自动']
1016:	['灌装机', '气动', '酸度计', '培养箱', '超净']
1017:	[]
1018:	['螺栓', '车削', '螺纹', '防滑', '细长']
1019:	['布料', '装置', '钢筋', '机器人', '框架']
1020:	[]
1021:	['路灯', '太阳能', '灯杆', '功能', '开槽']
1022:	['送料', '自动', '低噪音', '上料', '加工机']
1023:	['装置', '泡泡', '演示', '衬布', '方法']
1024:	['打印机', '陶瓷', '打印', '远程', '制作方法']
1025:	['加工', '装置', '用于', '组件', '阀体']
1026:	['废水处理', '装置', '气浮', '芬顿', '印染']
1027:	['钢化玻璃', '装置', '制备', '拖把', '自动']
1028:	['玻璃钢', '聚酯', '高性能', '制备', '导丝轮']
1029:	['限位', '工装', '挡板', '废料', '收集']
1030:	['塑料瓶', '装置', '溶胶', '壳体', '洗衣机']
1031:	['面料', '装置', '线纱', '张力', '织机']
1032:	['不干胶', '标签', '涂布', '设备', '黏剂']
1033:	['螺栓', '高强度', '罐体', '便于', '安装']
1034:	['泡沫', '保温板', '开孔', '聚氨酯', '生产工艺']
1035:	['防眩目', '显示装置', '电子', '液晶', '后视镜']
1036:	['电力工程', '变电站', '高压', '配电柜', '安装']
1037:	['螺栓', '用放', '清洗', '卸料', '装置']
1038:	['新能源', '自检', '电池组', '充电', '汽车']
1039:	['密码锁', '拉链', '箱包', '调码', '海关']
1040:	['拉杆箱', '装置', '箱包', '防盗', '板材']
1041:	['面料', '装置', '弹力', '磨铝', '纬弹']
1042:	['试剂盒', '检测', '诊断', '基因', '用于']
1043:	['装置', '停机', '输送机', '切割', '型材']
1044:	['分体', '淋浴房']
1045:	['啤酒', '装置', '精酿', '酒花', '储藏']
1046:	['加热', '按摩', '童车', '智能', '靠垫']
1047:	['磁粉', '用于', '包装机', '辊筛', '机构']
1048:	['管桩', '混凝土', '预应力', '拼接', '钢管']
1049:	['导轨', '电梯', '装置', '静音', '耐腐蚀']
1050:	['铁塔', '输电', '跳线', '装置', '悬垂']
1051:	['钣金件', '装置', '激光', '展示柜', '折弯机']
1052:	['纸巾', '压花', '装置', '造纸', '干燥']
1053:	['拉杆箱', '拉杆', '脚轮', '注塑模', '万向轮']
1054:	['氢气', '空气', '便于', '氢空', '零级']
1055:	['箱包', '拉杆箱', '装置', '倾倒', '旅行箱']
1056:	['钢圈', '车轮', '轮辐', '轮辋', '装置']
1057:	['装置', '法兰', '不锈钢材', '钢材', '垫板']
1058:	['玩具', '投球', '沙包', '乒乓球', '风扇']
1059:	[]
1060:	['装置', '纸张', '精确定位', '涂料', '裁剪']
1061:	['拉链', '拉链头', '隐形', '方便使用', '磁吸']
1062:	['吊牌', '裁切', '贴标机', '钻头', '尺码']
1063:	['甲砜', '工业化生产', '方法', '苯甲酸', '硝基']
1064:	['装置', '腌制', '熟食品', '发色剂', '猪肉']
